1	Unable to connect Galaxy S3 to PC via USB	usb samsung-galaxy-s-3 connection-issues troubleshooting	I've had my Galaxy S3 for a few months now, and have always been able to connect to my PC via USB. A few days ago, it suddenly stopped working. I've found many other Android.SE threads , but none have been able to answer my question. Symptoms: when I plug the phone in via USB, the phone beeps, I get a lightning bolt on my battery, but that's it. There are no USB options in the pull-down status bar, and the PC does not recognize that a device has been plugged in. Click screenshot for full size. PC System: Windows 7 x64 with the latest drivers and Kies software from Samsung. Phone info: Samsung SGH-i747 Android version 4.0.4 Baseband version I747UCLG1 Kernel Version 3.0.8-704434-user Build number IMM76D.I747UCALG1 What I've tried: My wife has an identical Galaxy S3--I plugged her S3 into the same cable, and it was recognized immediately. So I know the PC and cable are both working correctly. Uninstalled and reinstalled the drivers several times anyway -- alone AND with the Kies software. Every USB port on the box Factory data reset--both from the setup menu, and the diagnostic bootup menu USB debugging mode, both on and off. Changing the UART and USB settings in the *#7284# PhoneUtil. Af
1	Samsung Galaxy S3 keeps restarting, stuck on Samsung logo	samsung-galaxy-s-3 reboot	Two days ago I got the official update of jelly bean 4.3 to my Samsung Galaxy S3. Last night phone was dropped from a small height. Today morning when I switched on the phone it worked fine. But in the evening, suddenly my phone restarted and goes to Samsung Logo Splash Screen (Samsung galaxy S3 GT-I9300T) and keeps rebooting. I removed the battery and insert it after a few second. After that the phone worked fine and again the same problem happened. If I remove the battery to switch off the phone and if I insert the battery again, phone switch on by itself (without press power button) and keep restarting. I try to open the Home + Volume Up + Power On button option. But is not working. If I plug the phone to charge, gray battery shows and again restarting to charge. (I mean, phone wont stay in a stage). If i try Home + Voulme Down + Power On option, phone shows the download mode for 5 seconds and restarts again. So can you please let me know its a software problem or hardware problem? If its a software how to fix it ? ( I tried the emergency firmware recovery through kies, but kies couldnt fine my phone). My phone current status video below https://www.dropbox.com/s/xvq6bd93qjmdt6o/20131012_235047.mp4 Note : I downloaded the video from youtube, because I wanted to show the current situation. ( But my phone is critical than what is shown in the video) Thank You. 
1	I've deleted Google Play Store. How can I reinstall it?	google-play-store 4.0-ice-cream-sandwich htc-sensation	I've been having an issue with my apps where an error " Package file is invalid " keeps appearing. I read a tutorial somewhere which told me to "uninstall updates" for the Google Play Store application. I was told doing this would uninstall the application, and then the device would automatically reinstall Google Play Store. I did this, restarted my phone, but the application never reappeared. I think tried downloading an .apk file to install this manually, but on install the application wouldn't load. Has anyone done this before? How can I reinstall this application? I believe I need it for all future downloads and updates to my applications. For the record, my phone is not rooted. 
1	I can't install or update Apps from Play Store: Error 905. How to fix?	google-play-store system-error	Suddenly (after a Play Store update?) I can't install or update any Apps. I always get error code 905 when I try to do so. How can I fix this? 
1	How do I turn off spoken notifications?	samsung-galaxy-s settings	Can't figure out how to change the settings on my Samsung Galaxy S phone to actually have a ringtone when receiving a call. When receiving a call a voice says "call from 123-456-7890" or "call from Fred". I know how to set the ringtone which has been set..but I don't know how to take the voice off. So how do I turn off these spoken notifications and get back the ringtone I've set? 
1	HTC Desire low on internal storage, I'm clueless -- Any help?	htc-desire internal-storage storage insufficient-memory	It's been bugging me for a while but getting quite bad lately. I get warnings that my internal storage is full, I have about 13mb left of what I believe is 512mb worth of rom. I have checked with the app "diskusage" and my apps take about 122mb, with about 20 more mb being used by "data" (unsure what this is). When I check the apps list, my biggest app is some 12mb, and even within the first screen of apps this drops to just over 6mb. So I don't have extremely big apps, and I don't have all that much of them either. I try to put most on my sdcard, so no problem there either. How do I figure out what's hogging all this space, and how do I fix it ? On a related note, what is the Android equivalent of "formatting" your phone? I believe factory settings doesn't remove all data (sdcard etc) or does it? EDIT: I have done a hard reset on my phone, and the free space available is somewhat similar to what I saw before. So, is it normal to only have about 150mb available for apps when the internal rom should be 512mb ? 
1	How do I import all contacts from a SIM-card to an Android phone?	contacts htc-sense htc-wildfire sim-card	My mother have got a HTC Wildfire with Android 2.2. Now I want to import all contacts from her old SIM-card to the phone. I did it and it worked. Then I switched to the new SIM-card, and now when I start the phone, the contacts has disappeared. How can I import the contacts from the old SIM-card to the Android phone? This is a really annoying problem. 
1	Is it possible to connect a Android phone display to a TV or PC Monitor?	screen external-display	Is it possible to make the display on a Android phone to a TV or a PC Monitor? What are the methods that I can connect the Android phone to a TV (e.g. plasma TV) or a PC Monitor and then modify some configuration in the phone so that the display will be shown in the TV or the PC Monitor screen? 
1	How can I reset my phone without losing everything?	factory-reset data-recovery system-freeze	I have a Samsung Galaxy S I9000, it keeps lagging; freezing and turning on and off by itself. I want to reset it, if I do will I lose all my photos, contacts etc etc..? I can't figure out how to transfer everything on to my SD card. 
1	Storage space running out. Some system functions may not work	internal-storage storage insufficient-memory	In my Android in notification bar I see message Storage space running out. Some system functions may not work . When I check I see 188 MB free in device memory and around 10 GB in USB storage. I re-installed Android OS a few times. It helps for about a couple of months then the problem returns. If I delete some applications or data it helps for a few hours to a few days. Questions: Why do I get Storage space error if there is a lot of available space? Can I join device and and USB memory? Will it help or at least delay the time while the problem return? Any other advice how I can deal with this problem? 
1	Where is the camera button in the Google Image Search webpage on my Android?	camera google-search	Device: Samsung Galaxy S3 OS: 4.1.1 I want to do a reverse image search on my S3 phone. When I open up the Google Image Search homepage, the "camera" button is nowhere to be found. So, I cannot upload a photo. I opened the page in Chrome, and the stock browser but I still don't see it. How can I do a reverse image search from my phone? 
1	Is it possible to use android phone as bluetooth headset for ps3?	4.0-ice-cream-sandwich bluetooth audio microphone headset	Does anyone know how to use the android phone as a bluetooth headset so that i can use it as a mic while playing several games (COD) for example. I'm using Ice Cream Sandwich and i have a Galaxy Vibrant. I don't want to buy a bluetooth headset so i'm simply looking to use my phone as an intermediate adapter. I can connect my wired headphones which has a mic attached to it. 
1	How can I type special symbols on my Android device like or as a regular character?	keyboard text-input special-chars	How can I make special symbols on my Samsung Galaxy SII, like or ? 
1	Download location for Android 4.4 x86 (64bit)	4.4-kitkat android-x86	Where can we download following Android 4.4 ISO Android 4.4 64bit ISO I have checked at following location https://code.google.com/p/android-x86/downloads/list Seems like android-x86 4.3 is the maximum version provided there. I am searching for ISO to set it up on VM Player/Virtual Box. 
1	My device is getting slow, apps start misbehaving/crashing. What can I do?	performance crashes	Everything was working fine for a long time. But suddenly the device is getting slower than usual (e.g. apps react slowly when starting an action -- like the RSS reader takes "ages" to open an article). Also, several apps start crashing: force-closes as well as unexpected restarts. Sometimes this even involves some automatic reboot of the device. Is there anything I can do, besides doing a factory-reset? Preferably it should work on un-rooted devices. Remark: not all described problems may occur together, so on one device e.g. there might be no automatic reboot involved. Question remains the same, nonetheless. 
1	Battery Life and First Time Charging on Li-ion Batteries. Myth?	battery-life charging	"Ok you bought a brand new mobile phone with brand new battery, after checking its working ok kindly switch it off and charge it fully (100%) then start using it. IT WILL INCREASE YOUR BATTERY LIFE.", said by the Seller. Is this a myth or absolutely true when talking about Li-ion batteries? 
1	Why am I constantly running out of space on my Galaxy S2?	samsung-galaxy-s-2 storage insufficient-memory	I have a Galaxy S2 running Android 4.1.2. It has a 12GB internal HD, and a 16GB SD card. I keep getting errors from various programs telling me I am running out of space. BeyondPod won't download new episodes, Evernote keeps putting up a notification of a lack of space (even though it seems to be storing everything), and sometimes apps won't update. I have tried to ensure I have no superfluous apps, and I haven't really changed the apps I use since I first ever started using the device. I keep any large files, like music collections or videos, on my SD card. When I connect my device by USB to my Linux computer and check the properties of my 12GB HD, it says 9.9 GB is used. But if I browse the files, every folder seems to have barely kilobytes of information. Why is my 12GB HD filling up, and how do I clear it out so I don't get these errors? Update: My phone is rooted, so if that is something that can help me in this situaton, then root access is available to me. 
1	Silencing a Whatsapp group	settings notifications whatsapp-messenger	I would like to stop receiving new message notifications from a certain Whatsapp group. Is it possible? Clarifications: I don't want to leave the group. I don't want to turn off all Whatsapp notifications. There are other groups from which I still want to get notifications. I don't want to just mute the notification sound. What I want is to get rid of the group's notifications entirely. 
1	Where is the data for "Contacts Storage" located?	contacts data-recovery	Settings -> Applications -> All tells me that "Contacts Storage" uses 2.5MB which must be my contact data. Since I had to revert to 4.03 after a faulty update to 4.1 my contacts seem inaccessible although the data seems to be there. Could you please tell me where to find the associated data(base) for Contacts Storage? My phone is rooted.And no, my contact data is not on GMail and I honestly don't know why... 
1	How to play a YouTube clip in background/minimised?	youtube	The stock YouTube app (here on 2.1-eclair, but applies to all android versions) stops playing when I minimised, switched to another application or even when I lock the phone. And when I resume it restart downloading the clip from the beginning. Is there any way that I can play YouTube clips in the background? Note, I only the audio to continue playing. 
1	How to close all background apps at once in Android 5.0 (lollipop)?	5.0-lollipop recent-apps-list	I noticed that I can press the square button on the bottom right to show all background apps, and then swipe from left to right with my finger to stop them manually. But sometimes, I find that I have twenty or more apps in the background, so I want to stop them all at once. I did a simple search on Google, but didn't find an answer. Is it possible to do that? 
1	How to configure BlueStack AppPlayer to use Proxy settings when connecting to Network?	proxy bluestacks	 Bluestacks allows running of Android apps on Windows by emulating the Android OS image. I recently installed BlueStacks_HD_AppPlayerPro (0.7.0.725) on Windows XP but was not able to download/install any apps because my network requires a proxy. It shows the following error: I tried using ProxyCaps like freecap, but it did not work for me. How can I configure BlueStacks to use my proxy settings? 
1	How can I prevent my device from automatically converting SMS to MMS?	sms mms	The Galaxy S I9000 messaging app automatically converts long SMS messages to MMS. How can I disable this? 
1	How to change the (permanent) MAC address on my android phone?	mac-address	In the past months, I've got 2 Chinese Android cells (Froyo) based on MTK6515. They work fine but we started having lot of trouble attempting access to internet, and after a while I found out that both phones they have the same MAC address, which causes connection problems. So, I'm looking for a procedure that could change the devices' MAC addresses and solve our trouble. I found a method which involves changing the file at /etc/wl/NVRAM.TXT , but after referencing a couple posts around the webs, it turns out my phones do not have this folder (and thus the other files inside). Any clue? Please don't tell me a pray about that MAC addresses are burned into a chip, at least not in these devices, because I've already lost their IMEI's too (by hard reset), but I've recovered them and they're functional now. 
1	How can I view and examine the Android log?	logging	There is a lot of interesting stuff in the Android system log, that is helpful in many ways find root causes of problems identify misbehaving apps How can I view and examine the Android log? 
1	What is an "Emergency Call," and can I set number for it?	lock-screens calls emergency-calls	On the default lock screen, whether using pattern or pin, there is a button at the bottom which says "Emergency Call". But if I try to call my home number or anything it tells me "That is not an emergency call." What does it let through? Is it only 911 ? Is there any way to tell it to allow a certain set of numbers from the emergency button, like to set a list of emergency numbers such as: 911 , Home and Wife ? This would seem like it would be very useful, so if someone finds you smooshed on the road, they know these certain people should be called. 
1	How do I transfer numbers/contacts from Windows Mobile to Android?	contacts data-migration	I finally activated my Android phone and would like to import numbers / contacts to the new phone. I forgot to ask the store rep and figured since both of them can be hooked up to a computer I can probably do it myself. I'm on a Windows platform. 
1	How to get hardware specs of Android device?	hardware terminal processor	How can I find information on the hardware of my Android device like processor architecture, RAM, etc? 
1	How to transfer BlackBerry 9700 contacts to Android phone?	contacts data-transfer	I have a BlackBerry 9700 BOLD and a Samsung Galaxy SIII and I need to transfer as much of my contact info from the BB to the Galaxy SIII. I already know that if I save numbers on my SIM card they will be transferred but I can't save everything on it. I read a lot of articles about using "Google Sync" app for BlackBerry to sync with Google's cloud and then back to Android again. But the problem is that I went there now http://www.google.com/mobile/sync/ and it seems they stopped BlackBerry support for Google Sync. So my question is how to sync as much of my data from BlackBerry to my Android phone without using Google Sync? 
1	"Error while downloading . There is insufficient space on the device"	insufficient-memory	When I am downloading the application from the Play Store, I am getting this message. "Error while downloading &lt;application_name&gt;. There is insufficient space on the device" I am using Sony Xperia C and I have sufficient space in the internal memory and in the memory card. This message is cracking my brain as it is shown for the application under 2 mb and I have almost half GB free.I am not able to update the applications too. Please help me to solve this issue. I am using android 4.2.2. 
1	How can I free up more space on my Android (2.2 Froyo) phone?	2.2-froyo htc-desire internal-storage	I have already moved all the applications that allow it to the SD card. So what I am really looking for here are some tips like clearing internet cache or something like that. (I have an HTC Desire.) Edit: In my case the top space hogs are: Google Reader - 19.1 MB Swype - 10.7 MB Maps - 9.2 MB Contacts Storage 8.9 MB SliceIt - 8.2 MB doubleTwist - 6.4 MB Facebook for HTC Sense - 5.9 MB Handcent SMS - 5.0 MB Adobe Reader - 4.7 MB Gmail - 4.2 MB and there are many more after that (TweetDeck, Bloomberg, Angry Birds, Shazam, ...). Now I know that I have a lot of apps but that's what I want from my smart phone and I don't really want to have to uninstall anything. I've also got a 16GB SD card which is over 50% empty so if only more of the apps would allow themselves to be moved to the SD. EDIT 2: I found this question - How can I deal with "Low on space" messages on my HTC Incredible? which deals with the same issue and the accepted answer there is very good. 
1	How do I grant root privileges to an app?	root-access	I have installed Root Explorer on my HTC G12 phone. When try to view /init.rc , it shows 'No root privilege' and ask me to root my phone. It seems Root Explorer didn't run as root (or this process is not added to some group with storage access). And, it seems on a non-rooted device, when the phone boots up, we are logged in as a non-root user. Where does Android control the log-in user's privilege level? Is it in the init process? 
1	My Samsung Galaxy 3 (GT-i5801) is not being detected by my PC -- What should I do?	samsung-galaxy-apollo usb-connection-mode	I have a Samsung Galaxy 3 ( GT-i5801 ) Android phone. Currently, my phone is not being detected by my PC. Initially, when I purchased this phone, I was developing applications and I was able to run the applications on my phone. I have purchased a new cable as I thought the data cable may have been damaged, but that did not solve the issue. What can be the possible solutions or what do I need to check for in order to connect my Samsung Galaxy 3 to my PC by using a data/USB cable? I have Windows XP installed on my Dell Inspiron laptop. 
1	How can I install the Google Apps Package (Play Store, ...) on my Android device?	google-play-store gmail installation google-maps google-apps	I have recently installed a custom ROM and cannot find the Play Store. It seems like all apps that belong to Google are missing. How can I install the Google Apps Package (Play Store, ...) on my Android device? 
1	Car Mode suddenly appeared - why? And how do I get rid of it?	cyanogenmod htc-evo	About 2 1/2 hrs ago, I plugged in my HTC Evo 4G to its home charger to charge up a bit before leaving the house. It's rooted running CyanogenMod-7.1.0-Supersonic (for at least a month if not more, I can't remember when my husband did this). Within about 3 minutes, my phone had this really weird user interface I have never seen. It's Car Mode. I couldn't exit out of it, couldn't make my phone respond to me at all. I immediately pulled out the battery &amp; rebooted, thinking maybe it was malware. It booted back into Car Mode, only this time I could click an Exit button. Researching, I see that this is an UI for car docking. Only I have no car dock, and it was plugged into my home wall charger. I left the house for errands, and no matter what I did - on the phone on a voice call, typing email (at a doctor's office, not driving ;) ), and it kept booting me into Car Mode. On the voice call it automatically put me on speaker. I did not ask for this program, did not download anything, did not approve anything... I ran Lookout and no Malware or Spyware is showing. I am very confused. Anyone have ideas on what this program is, how it all of a sudden appeared on my phone, and how to get it off? I looked up apps in Google Play and the icon in the notifications bar (when I exit Car Mode) is not something that is there. It looks like an app, but it's not in my Apps manager, either, or a running process that I can tell, yet it is showing up intermittently in my notifications, even not plugged in or moving. It's also turning on intermittently. I can't get anything done. Thanks for any help! 
1	Check and fix SD card errors within Android itself?	file-system external-sd	Sometimes my SD card gets "corrupted" and this leads to many read/write errors. Usually, connecting the SD card to the windows 7 and selecting the "Error Checking" (Right click the drive > Tools > Error Checking) option finds the corruption and fixes it. Is there any tool or app for checking SD cards for drive errors and fixing the same from within the android itself ? I'd also like to mention that I'm on rooted froyo with busybox installed. 
1	Where can I find a list of the default emoticons on Ice Cream Sandwich?	4.0-ice-cream-sandwich keyboard	My fiance has figured out how to make android emoticons with hearts as eyes, and a kissing emoticon, and I'd like to send the same emoticons back to her, but I can't figure out how. Is there a list of the default emoticons in Ice Cream Sandwich and Jelly Bean? Edit : To clarify, I'm looking to find a table showing how different strings of characters translate into the icons that ICS displays when I receive an emoticon. 
1	"Incompatible with other applications(s) using the same shared user ID" when installing Google Play service?	google-plus google-play-services	I need to run Google Plus, and Google Plus needs the Google Play service. Every time I install google play service from the Google Play store it fails to install with this error: Incompatible with other applications(s) using the same shared user ID What could be the issue? How can I fix this? UPDATE : I know almost nothing about android, so I dont know what ROM is, or such thing, I get my phone from local production and I guess, yes, it uses custom system , so I just know that I'm using Android Version 4.0.4. any help would be greatly appreciated. 
1	Can I connect an Android phone to an external monitor, keyboard and mouse?	keyboard external-display	Is it possible to somehow connect a monitor, keyboard and mouse to an Android phone and then use it as a lightweight computer (netbook-like)? If it is, what Android version / phone type support it, and how can it be done? I know that 2 years ago, the guys behind REDFLY presented a proof of concept working with their terminal ; but I've heard nothing else about it and a lot has changed with Android over the past 2 years. 
1	Samsung Galaxy S3 not booting up, keeps restarting showing Samsung Galaxy S3 GT-i9300 black screen	samsung-galaxy-s-3 boot-loop	My Samsung S3 is stuck! It keeps restarting! It doesn't reach the enter pincode, but keeps restarting showing the "Samsung Galaxy S3 i9300" screen. Then cycles starts again. Here are the things I've tried: I have already removed battery, put back in; still the same result. I have also tried to hard-reset, but it just turns off and restarts. Same result when trying VOLUME DOWN + HOME + POWER BUTTON; goes back to restarting and the Samsung S3 screen. It was working fine last night, but when I left to do something, I came back and found it restarting over and over again. Didn't update any apps. 
1	How can I get Kies to detect my Galaxy S GT-i9000 on Windows 7?	samsung-galaxy-s samsung-kies	When I connect my phone to my Windows 7 PC the Kies application opens and displays "Connecting", but it does not connect. Why? How can I fix it? 
1	How can I disable voice commands when double pressing the home button on the Galaxy S 2?	samsung-galaxy-s-2 voice-command	On Samsung Galaxy S2 (not rooted) everytime I accidently double press the home button, the voice command app comes up. How can I disable this? 
1	Where does Google Play store its ebooks on an Android device?	google-play-store storage ebooks google-play-books	In the Google Play Books Android application, there is an option to keep an ebook on a device if the user wants to do it. So when you decide to do such a thing, the ebook may be stored somewhere on the Android device. I would like to know where the ebook is stored. I searched in /mnt/storage and I only found Aldiko ebooks (in the /mnt/storage/eBooks folder), not the Google Play eBooks. Thanks for your answsers. PS : if it can help, I do this on an Archos G9 101 tablet. 
1	How do I backup data (SMS/contacts) from a device with a broken screen?	backup data-recovery broken-screen	I just broke the screen of my (unrooted) Galaxy S. How do I get back my SMS and contacts? PS: I tried Kies but it won't detect my phone for some reason. (Kies works fine with another Galaxy I possess but not this one) 
1	How to make volume buttons on earphones/headphones work with Android?	audio volume-control headphones	I'm on the hunt for a great sounding, non-in-ear set of headphones with working mic, play/pause, and volume buttons. I have Bang &amp; Olufsen's EarSet 3i , which are among the best sounding headphones I've ever used. And all three button work perfectly in my MacBook Air and iPhone. Obviously they don't work perfectly in my Nexus 4, since Android devices uses a different way of reading volume up/down buttons. So, my question is rather simple, does anyone know how to make them work with Android, or alternatively any equally good headphones to the EarSet 3i's that work on Android? And to make it extra challenging, no in-ear ones please, cause I can't stand them :( Or maybe anyone knows of some kind of adapter cable that can be used between an Android phone and iPhone compatible headphones to translate the volume button signals so the Android device understands them? 
1	How to download and INSTALL apps in the memory card? (and not the phone memory)	samsung-galaxy-s samsung insufficient-memory	How to download and INSTALL apps in the SD memory card? (and not the phone memory known as Device Storage) Since when I download something on Aptoide it says that my memory is full. The fact is, my device storage memory is full but my SD memory card is empty. I have an Android based Samsung Galaxy. 
1	I can't send a picture attachment together with a text message any more ( Samsung Galaxy S). Any idea why?	samsung-galaxy-s sms attachment	I tried to send a text message - attaching a photo already on my phone ( the first time ) and attaching a picture taken at time of send ( the second time ). However, when I try to send this text message - the status remains sending ( an my correspondent does not receive the message ). Is this a problem with my phone company, you think, or can I have changed some setting somehow. Is there a setting that can be set, anyhow ? I did send picture attachments with text message before , some weeks ago , but not after upgrading to Froyo 2.2.1 ( just to be complete - can't think this has anything to do with it ). ------------- [ UPDATE ]------------------------- Something I noticed but did not mention before : if I view a text message with a picture attached , and press the image to 'view' it,*a sort of movie view is started*e.g. with the picture at the top of the screen, and a Start , Rewind and Forward button at the bottom. Pressing the Start will 'play' the picture as move of about 5 seconds - since it is a picture, of course the image does not change. I am pretty sure this was not the case when I sent some image messages a couple of weeks ago. To be complete: even the image messages I did send before now show this 'movie' type of action. 
1	What does "avoided poor Internet connection" mean?	wi-fi internet connection-issues	The connection to my work wifi just failed and below the network my phone is saying "Avoided poor Internet connection" . What does this mean exactly? Has the phone detected that it can't get out to the wider Internet or did the network fail to allocate an IP address or something else? Not sure if it matters but this is on a Galaxy Nexus. 
1	What does "to root a phone" mean?	rooting	I heard this phrase or the variants (rooted phone, rooting, etc.) in android forums but I don't know what it means. Can you explain it in simple terms? 
1	Galaxy S3 is unable to transfer files over USB: "USB device not recognized"	usb samsung-galaxy-s-3	I have Galaxy S3 with baseband version I9300XXLFB and I'm having problems when it is connected to the PC. I cannot transfer or retrieve any files or data over USB. When I plug it in to my PC, it tells me USB device not recognized and the S3 does not appear anywhere for me to access it. I've tried different cables and PCs and they all seemed to exhibit the same issue. How can I get this working? 
1	How can I open an HTML file I have copied from PC to SD Card of Phone?	2.2-froyo files html	How can I open an HTML file I have copied from PC to SD Card of Phone? I've tried opening it with the default application which is HTML Viewer but I get a "Web page not available" system page.The URL that the browser shows is: content://com.android.htmlfileprovider/mnt/sdcard/Documents/To%20Read.html?text/html Any ideas? Thanks. 
1	What does the "Force stop" button mean?	applications application-manager	When I go to Settings &gt; Applications &gt; Manage Applications &gt; Downloaded I see an application list. If I select some applications I see button "Force stop" active, but some applications have this button dimmed. What does it mean? What happens if I press this button? This button can't mean application running, since the applications with this button are not listed in Running section. Can I list just applications which have the Force stop button active and uninstall them? Android version: 3.2 
1	Nexus 7 won't show up as a drive on Windows in MTP mode after update to Android 4.2	nexus-7 mtp	It used to work just fine then I upated to 4.2 and enabled developer options (one or the other must have broken it) and since then it has stopped working, it shows up as a camera device but if I change it to MTP it doesn't work. I tried turning developer options off, I tried re-installing drivers and a few other things. How do I make it work again like it was in 4.1 when it worked even when usb debugging was enabled? Now it won't work at all. 
1	How do I project the screen of my Android phone for a presentation?	screen-sharing	How can I project my Droid Incredible screen so I can demonstrate the smart phone to a room full of people? Does anyone know how I can link the phone to a PC? To a TV? 
1	How to completely turn off keyboard typing sound?	keyboard audio	Android 2.1 - If I open my Gmail e-mails and I want to type then I just can't turn off the keyboard sounds. How can I turn it off? (not the notification, etc. all sounds, just the keyboard sounds.) 
1	application cannot be installed in the default install location?	applications installation	I have an Android Galaxy S1, and have been getting the error "application cannot be installed in the default install location". I am aware that this is a common issue. So I Googled it, and almost everyone is saying to move your apps to the SD card or delete unused games. There's only one problem. My phone won't let me move apps into the SD card, and I have 1.3GB of free app space. While I can download some apps, the more important ones won't download. Anyone have any fixes to this? 
1	Google Play: Error downloading app - insufficient space	google-play-store internal-storage samsung-galaxy-tab insufficient-memory	After one of the latest updates (not sure if it was the last one or a previous one) of the Google Play app, I am having an error trying to update a large app (42MB). It says: Error Downloading . There is insufficient space on the device. My device is a Samsung P1000 running Froyo. It's rooted, but the error was there before rooting it. A quick Google search showed several Samsung users having the same problem (the app in question that was giving me the headache is Smurf's village). Some said that removing the updates to the Android Market (Google Play) app would fix it, but to me it was of no avail. I also tried the procedure in this Google help FAQ to no avail. Now I am stuck with a prehistoric version of the Market (that works on small apps) and still cannot update Smurf's Village or install big apps. How can I fix this? EDIT: device has over 2GB of internal SD storage, 27GB of external SD card, so space is not an issue. 
1	Charging paused. Battery temperature too high or too low	battery charging	I have a Samsung Galaxy player that has been giving me the message "Charging paused. Battery temperature too high or too low". I left it unplugged and powered down all night, and it still gave me the message as soon as I turned it on. The battery should be at room temperature. I've turned it off and on several times. I've tried removing the battery and putting it back. I have no idea what's wrong. It's been working fine for the past 9 months. Can anyone help? 
1	Block apps from accessing the Internet on Android device	internet	In Android, is it possible to block apps from accessing the Internet? Many apps will often connect to remote servers in the background, including Google's own apps or system services. Over time this can eat away at a user's data limit set by a mobile carrier. Does Android allow an app to act as a firewall whereby the user can select which apps have access to the Internet? Or does the device have to be rooted to have that ability? 
1	Are there any Android browsers that support loading a Java Applet in-browser?	browser java	We have a client who are switching away from Windows Mobile (and IE Mobile) to Android based devices. We have some specific software that we deploy to their WM workforce by an ActiveX applet that loads in IE Mobile, but obviously Android will have no support for ActiveX. So we will need to re-do our application to an Android-specific platform, and Java is the obvious choice for this. Are there any Android browsers that support loading a Java Applet in-browser, in much the same way an ActiveX applet loads in IE (i.e. it fully integrates into the browsing experience). 
1	Is it possible to direct all audio output, including music output, to a Bluetooth headset?	bluetooth music bluetooth-audio headset bluetooth-hsp	I am able to make and receive calls from my Samsung ACE S5830 phone using a Bluetooth device. However, when I play MP3 songs on my phone, the output does not play through the Bluetooth mono headset; it just directly plays from the phone's speakers. Is there a way to direct all audio output to the Bluetooth mono headset? 
